Rank_1|Score_188.2816|Feature_f37763032	gi|3093037342|gb|CP170318.1|	100.000	21	0	0	1	21	50058	50038	1.5	42.1	Escherichia coli strain CAAXI3 chromosome
Rank_1|Score_188.2816|Feature_f37763032	gi|1837835786|gb|CP048920.1|	100.000	21	0	0	1	21	906270	906290	1.5	42.1	Escherichia coli strain SCU-101 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|1837817527|gb|CP037449.1|	100.000	21	0	0	1	21	1147356	1147336	1.5	42.1	Escherichia coli strain ATCC 25922 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3038489225|gb|CP189704.1|	100.000	21	0	0	1	21	2787570	2787590	1.5	42.1	Escherichia coli strain E600239 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3032882264|gb|CP195442.1|	100.000	21	0	0	1	21	92613	92633	1.5	42.1	Escherichia coli strain 23AR0303 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3032173116|gb|CP196291.1|	100.000	21	0	0	1	21	2220556	2220576	1.5	42.1	Escherichia coli strain AH21A060 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3032160784|gb|CP196260.1|	100.000	21	0	0	1	21	23064	23044	1.5	42.1	Escherichia coli strain AH21B066 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3032056100|gb|CP196273.1|	100.000	21	0	0	1	21	832174	832154	1.5	42.1	Escherichia coli strain AH21B060 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|3031061771|gb|CP196120.1|	100.000	21	0	0	1	21	878855	878875	1.5	42.1	Escherichia coli strain B19695 chromosome, complete genome
Rank_1|Score_188.2816|Feature_f37763032	gi|2971368125|gb|CP183728.1|	100.000	21	0	0	1	21	3490130	3490110	1.5	42.1	Escherichia coli strain A29866 chromosome
Rank_1|Score_188.2816|Feature_f37763032	gi|2971363183|gb|CP183717.1|	100.000	21	0	0	1	21	1406713	1406693	1.5	42.1	Escherichia coli strain A31134 chromosome
