Rank_1|Score_199.0726|Feature_f254434	gi|3111790977|emb|OZ369473.1|	100.000	21	0	0	1	21	64533	64513	1.5	42.1	Escherichia coli strain Esc11 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111790853|emb|OZ369468.1|	100.000	21	0	0	1	21	33444	33464	1.5	42.1	Escherichia coli strain Esc16 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111790735|emb|OZ369463.1|	100.000	21	0	0	1	21	68454	68434	1.5	42.1	Escherichia coli strain Esc4 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111790598|emb|OZ369457.1|	100.000	21	0	0	1	21	68254	68234	1.5	42.1	Escherichia coli strain Esc24 genome assembly, plasmid: 3
Rank_1|Score_199.0726|Feature_f254434	gi|3111790480|emb|OZ369453.1|	100.000	21	0	0	1	21	33329	33309	1.5	42.1	Escherichia coli strain Esc17 genome assembly, plasmid: 3
Rank_1|Score_199.0726|Feature_f254434	gi|3111790349|emb|OZ369449.1|	100.000	21	0	0	1	21	52504	52484	1.5	42.1	Escherichia coli strain Esc5 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111790194|emb|OZ369444.1|	100.000	21	0	0	1	21	72510	72530	1.5	42.1	Escherichia coli strain Esc10 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111789999|emb|OZ369439.1|	100.000	21	0	0	1	21	31490	31510	1.5	42.1	Escherichia coli strain Esc28 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111773588|emb|OZ369356.1|	100.000	21	0	0	1	21	66990	67010	1.5	42.1	Escherichia coli strain Esc7 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111773448|emb|OZ369351.1|	100.000	21	0	0	1	21	28762	28782	1.5	42.1	Escherichia coli strain Esc22 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111773299|emb|OZ369346.1|	100.000	21	0	0	1	21	60954	60934	1.5	42.1	Escherichia coli strain Esc18 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111772310|emb|OZ369341.1|	100.000	21	0	0	1	21	61248	61228	1.5	42.1	Escherichia coli strain Esc26 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111771296|emb|OZ369336.1|	100.000	21	0	0	1	21	66991	67011	1.5	42.1	Escherichia coli strain Esc21 genome assembly, plasmid: 3
Rank_1|Score_199.0726|Feature_f254434	gi|3111770527|emb|OZ369332.1|	100.000	21	0	0	1	21	35074	35094	1.5	42.1	Escherichia coli strain Esc19 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111769529|emb|OZ369327.1|	100.000	21	0	0	1	21	11389	11409	1.5	42.1	Escherichia coli strain Esc2 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111769097|emb|OZ369322.1|	100.000	21	0	0	1	21	37526	37546	1.5	42.1	Escherichia coli strain Esc3 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111768549|emb|OZ369317.1|	100.000	21	0	0	1	21	30561	30541	1.5	42.1	Escherichia coli strain Esc6 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111768144|emb|OZ369312.1|	100.000	21	0	0	1	21	52497	52477	1.5	42.1	Escherichia coli strain Esc13 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111768008|emb|OZ369307.1|	100.000	21	0	0	1	21	35456	35476	1.5	42.1	Escherichia coli strain Esc29 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111767401|emb|OZ369302.1|	100.000	21	0	0	1	21	33329	33309	1.5	42.1	Escherichia coli strain Esc8 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111767277|emb|OZ369297.1|	100.000	21	0	0	1	21	82250	82230	1.5	42.1	Escherichia coli strain Esc1 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111767159|emb|OZ369292.1|	100.000	21	0	0	1	21	66990	67010	1.5	42.1	Escherichia coli strain Esc9 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111767043|emb|OZ369287.1|	100.000	21	0	0	1	21	52495	52475	1.5	42.1	Escherichia coli strain Esc12 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111766914|emb|OZ369282.1|	100.000	21	0	0	1	21	14951	14971	1.5	42.1	Escherichia coli strain Esc25 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111766781|emb|OZ369277.1|	100.000	21	0	0	1	21	11694	11714	1.5	42.1	Escherichia coli strain Esc15 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111766680|emb|OZ369272.1|	100.000	21	0	0	1	21	36038	36058	1.5	42.1	Escherichia coli strain Esc14 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111766559|emb|OZ369267.1|	100.000	21	0	0	1	21	33328	33308	1.5	42.1	Escherichia coli strain Esc27 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3111766425|emb|OZ369261.1|	100.000	21	0	0	1	21	32702	32682	1.5	42.1	Escherichia coli strain Esc23 genome assembly, plasmid: 3
Rank_1|Score_199.0726|Feature_f254434	gi|3108822526|emb|OZ369160.1|	100.000	21	0	0	1	21	17208	17188	1.5	42.1	Escherichia coli strain CNR20191027 genome assembly, plasmid: 4
Rank_1|Score_199.0726|Feature_f254434	gi|3106647406|gb|CP094353.1|	100.000	21	0	0	1	21	181939	181959	1.5	42.1	Pseudomonas sp. LY-1 chromosome, complete genome
Rank_1|Score_199.0726|Feature_f254434	gi|3101887969|gb|CP191498.1|	100.000	21	0	0	1	21	2965936	2965916	1.5	42.1	Salmonella enterica strain PP14-54 chromosome, complete genome
Rank_1|Score_199.0726|Feature_f254434	gi|3101632245|gb|CP112992.1|	100.000	21	0	0	1	21	56360	56340	1.5	42.1	Escherichia coli strain E-93 plasmid unnamed4, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093321205|gb|CP098920.1|	100.000	21	0	0	1	21	53111	53131	1.5	42.1	Escherichia coli strain CUVET17-1418 plasmid pCUVET17-1418.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093315383|gb|CP098911.1|	100.000	21	0	0	1	21	15835	15855	1.5	42.1	Escherichia coli strain CUVET19-970 plasmid pCUVET19-970.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093309929|gb|CP098905.1|	100.000	21	0	0	1	21	53104	53124	1.5	42.1	Escherichia coli strain CUVET19-1396 plasmid pCUVET19-1396.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093304778|gb|CP098887.1|	100.000	21	0	0	1	21	30253	30233	1.5	42.1	Escherichia coli strain CUVET19-1969 plasmid pCUVET19-1969.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093299515|gb|CP098899.1|	100.000	21	0	0	1	21	30253	30233	1.5	42.1	Escherichia coli strain CUVET19-1937 plasmid pCUVET19-1937.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093294630|gb|CP098893.1|	100.000	21	0	0	1	21	30253	30233	1.5	42.1	Escherichia coli strain CUVET19-1942 plasmid pCUVET19-1942.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093289644|gb|CP098875.1|	100.000	21	0	0	1	21	29181	29161	1.5	42.1	Escherichia coli strain CUVET19-2242 plasmid pCUVET19-2242.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093278793|gb|CP098881.1|	100.000	21	0	0	1	21	53111	53131	1.5	42.1	Escherichia coli strain CUVET19-1993 plasmid pCUVET19-1993.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093273830|gb|CP098859.1|	100.000	21	0	0	1	21	21848	21868	1.5	42.1	Escherichia coli strain CUVET20-1573 plasmid pCUVET20-1573.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093268830|gb|CP098839.1|	100.000	21	0	0	1	21	30253	30233	1.5	42.1	Escherichia coli strain CUVET18-1530 plasmid pCUVET18-1530.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093263961|gb|CP098864.1|	100.000	21	0	0	1	21	19759	19739	1.5	42.1	Escherichia coli strain CUVET20-1027 plasmid pCUVET20-1027.1
Rank_1|Score_199.0726|Feature_f254434	gi|3093258908|gb|CP098842.1|	100.000	21	0	0	1	21	4872	4892	1.5	42.1	Escherichia coli strain CUVET18-1475 plasmid pCUVET18-1475.1, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093206767|gb|CP158708.1|	100.000	21	0	0	1	21	79408	79428	1.5	42.1	Klebsiella pneumoniae strain KpBSB56 plasmid unnamed
Rank_1|Score_199.0726|Feature_f254434	gi|3093200776|gb|CP104574.1|	100.000	21	0	0	1	21	13647	13627	1.5	42.1	Klebsiella pneumoniae strain PC-2022-1 plasmid unnamed3, complete sequence
Rank_1|Score_199.0726|Feature_f254434	gi|3093193641|gb|CP099685.1|	100.000	21	0	0	1	21	53725	53745	1.5	42.1	Klebsiella pneumoniae strain IR5661 plasmid pIR5661_3, complete sequence
