Rank_1|Score_81.8740|Feature_f39136650	gi|3112163717|dbj|LC903455.1|	100.000	21	0	0	1	21	9947	9927	1.5	42.1	Escherichia coli TK3946 plasmid pTK3946_3 DNA, complete sequence
Rank_1|Score_81.8740|Feature_f39136650	gi|3112163399|dbj|LC903453.1|	100.000	21	0	0	1	21	82194	82174	1.5	42.1	Escherichia coli TK3946 plasmid pTK3946_1 DNA, complete sequence
Rank_1|Score_81.8740|Feature_f39136650	gi|3112163071|dbj|LC903451.1|	100.000	21	0	0	1	21	82194	82174	1.5	42.1	Escherichia coli TK3893 plasmid pTK3893_1 DNA, complete sequence
Rank_1|Score_81.8740|Feature_f39136650	gi|3112147748|dbj|AP045036.1|	100.000	21	0	0	1	21	4217206	4217226	1.5	42.1	Escherichia coli TK3889 DNA, complete genome
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790977|emb|OZ369473.1|	100.000	21	0	0	1	21	66054	66034	1.5	42.1	Escherichia coli strain Esc11 genome assembly, plasmid: 4
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790853|emb|OZ369468.1|	100.000	21	0	0	1	21	31923	31943	1.5	42.1	Escherichia coli strain Esc16 genome assembly, plasmid: 4
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790735|emb|OZ369463.1|	100.000	21	0	0	1	21	69975	69955	1.5	42.1	Escherichia coli strain Esc4 genome assembly, plasmid: 4
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790598|emb|OZ369457.1|	100.000	21	0	0	1	21	69775	69755	1.5	42.1	Escherichia coli strain Esc24 genome assembly, plasmid: 3
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790480|emb|OZ369453.1|	100.000	21	0	0	1	21	34850	34830	1.5	42.1	Escherichia coli strain Esc17 genome assembly, plasmid: 3
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790349|emb|OZ369449.1|	100.000	21	0	0	1	21	54025	54005	1.5	42.1	Escherichia coli strain Esc5 genome assembly, plasmid: 4
Rank_1|Score_81.8740|Feature_f39136650	gi|3111790194|emb|OZ369444.1|	100.000	21	0	0	1	21	70989	71009	1.5	42.1	Escherichia coli strain Esc10 genome assembly, plasmid: 4
